City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,porto belo,-27.1578,-48.5531,25.97,89,26,6.87,BR,1699818296
365,etampes,48.4333,2.15,13.07,93,100,7.83,FR,1699818296
366,cabo san lucas,22.8909,-109.9124,30.34,58,0,5.14,MX,1699818296
367,okha,53.5739,142.9478,-4.74,87,100,5.9,RU,1699818297
368,mazamitla,19.9167,-103.0333,21.09,48,0,3.65,MX,1699818297
369,ust'-ordynskiy,52.805,104.7508,-10.93,98,100,0.5,RU,1699818298
370,samraong,12.4526,105.5873,22.82,93,75,2.01,KH,1699818298
371,sao tome,0.3365,6.7273,26.61,86,49,3.27,ST,1699818299
372,poyarkovo,49.6,128.6833,-12.24,88,10,2.89,RU,1699818299
373,rikaze,29.25,88.8833,-0.94,22,0,1.83,CN,1699818299
374,muscat,23.6139,58.5922,24.01,49,100,0.99,OM,1699818300
375,karratha,-20.7377,116.8463,21.98,62,5,6.54,AU,1699818300
376,esmeraldas,-19.7625,-44.3139,36.58,23,26,1.66,BR,1699818301
377,barrouallie,13.2333,-61.2667,26.79,78,40,7.2,VC,1699818301
378,nova vicosa,-17.8919,-39.3719,26.94,71,29,8.1,BR,1699818302
379,marica,-22.9194,-42.8186,29.97,79,97,1.58,BR,1699818303
380,majdal shams,33.2684,35.7694,17.97,50,56,2.24,IL,1699818304
381,pisco,-13.7,-76.2167,22.03,73,0,3.6,PE,1699818265
382,herval,-32.0236,-53.3956,15.59,98,100,3.81,BR,1699818304
383,bol'shoye boldino,55.0059,45.3142,5.58,87,100,8.78,RU,1699818305
384,vanimo,-2.6741,141.3028,25.19,90,97,2.04,PG,1699818305
385,kroya,-7.6331,109.2461,25.09,87,100,1.96,ID,1699818306
386,tuskegee,32.424,-85.6916,14.52,100,100,2.97,US,1699818307
387,lensk,60.7253,114.9278,-11.92,94,100,1.95,RU,1699818190
388,ingeniero jacobacci,-41.3427,-69.5448,12.07,26,46,7.51,AR,1699818308
389,enewetak,11.3474,162.3373,27.78,80,100,9.42,MH,1699818308
390,ongjin,37.9347,125.3619,2.06,63,4,6.74,KP,1699818309
391,palikir - national government center,6.9248,158.1611,28.04,74,96,4.2,FM,1699818287
392,kilju,40.9642,129.3278,-2.89,41,0,2.45,KP,1699818310
393,sinabang,2.4803,96.3801,25.89,87,100,2.27,ID,1699818310
394,jimenez,28.3333,-105.4,17.65,61,100,2.53,MX,1699818311
395,kenai,60.5544,-151.2583,-13.95,92,0,2.06,US,1699818311
396,dunaujvaros,46.9833,18.9333,6.02,67,64,2.85,HU,1699818312
397,kalmunai,7.4167,81.8167,24.8,90,100,3.44,LK,1699818312
398,khorixas,-20.3667,14.9667,25.63,19,10,3.36,NA,1699818313
399,krasnoturansk,54.3186,91.5639,-9.87,90,100,1.79,RU,1699818313
400,camapua,-19.5314,-54.0439,38.33,21,66,6.0,BR,1699818314
401,alexandria,31.2156,29.9553,22.3,76,0,4.08,EG,1699818107
402,aldan,58.6031,125.3894,-13.38,95,100,2.9,RU,1699818314
403,galliano,29.4422,-90.2992,22.0,83,100,4.63,US,1699818315
404,toamasina,-18.1667,49.3833,24.0,88,75,1.54,MG,1699818316
405,kampene,-3.6,26.6667,20.83,99,100,0.61,CD,1699818316
406,muynoq,43.7683,59.0214,6.25,70,41,4.04,UZ,1699818317
407,happy valley-goose bay,53.3168,-60.3315,-0.83,64,75,5.14,CA,1699818318
408,santa maria,-29.6842,-53.8069,20.61,94,100,7.72,BR,1699818153
409,pangoa,-12.1167,-73.0,27.13,81,66,0.79,PE,1699818319
410,haiku-pauwela,20.9219,-156.3051,26.76,64,20,10.8,US,1699818319
411,fray luis beltran,-39.3167,-65.7667,19.34,11,0,6.34,AR,1699818320
412,port isabel,26.0734,-97.2086,19.02,91,100,5.66,US,1699818331
413,great falls,47.5002,-111.3008,13.15,37,0,8.23,US,1699818097
414,chifeng,42.2683,118.9636,-8.72,76,0,2.83,CN,1699818332
415,buka,40.8108,69.1986,8.1,52,4,3.22,UZ,1699818332
416,buala,-8.145,159.5921,26.47,83,100,2.05,SB,1699818333
417,ar ruways,24.1103,52.7306,26.34,60,0,3.92,AE,1699818333
418,kailua-kona,19.6406,-155.9956,28.49,76,40,3.6,US,1699818334
419,awjilah,29.1081,21.2869,21.49,38,0,2.45,LY,1699818334
420,vila franca do campo,37.7167,-25.4333,18.23,95,100,7.91,PT,1699818334
421,mossel bay,-34.1831,22.146,15.96,74,0,0.63,ZA,1699818335
422,crane,31.3974,-102.3501,15.66,66,100,4.88,US,1699818335
423,giyani,-23.3025,30.7187,22.41,69,96,6.97,ZA,1699818336
424,port douglas,-16.4833,145.4667,22.57,81,50,3.35,AU,1699818336
425,kapa'a,22.0752,-159.319,27.99,80,40,9.77,US,1699818313
426,ambovombe,-25.1667,46.0833,21.96,69,0,0.19,MG,1699818337
427,rocky mountain house,52.3668,-114.9188,7.06,26,25,2.57,CA,1699818338
428,maloye ganyushkino,46.6,49.2667,11.54,62,68,9.39,KZ,1699818338
429,namibe,-15.1961,12.1522,21.96,76,100,1.63,AO,1699818339
430,luderitz,-26.6481,15.1594,19.08,56,0,9.33,NA,1699818339
431,jijiga,9.35,42.8,17.81,84,23,4.44,ET,1699818340
432,san jose del guaviare,2.5729,-72.6459,30.31,66,32,1.2,CO,1699818341
433,decorah,43.3033,-91.7857,15.7,41,0,5.14,US,1699818342
434,salinopolis,-0.6136,-47.3561,28.2,68,8,5.61,BR,1699818342
435,isola di capo rizzuto,38.96,17.0933,18.99,84,80,7.83,IT,1699818342
436,la sarre,48.8002,-79.1996,-0.39,87,57,3.66,CA,1699818343
437,kadirli,37.3739,36.0961,19.83,39,60,2.6,TR,1699818343
438,matehuala,23.65,-100.65,15.86,90,100,4.93,MX,1699818054
439,suva,-18.1416,178.4415,23.71,100,75,3.09,FJ,1699818344
440,kununurra,-15.7667,128.7333,26.99,89,100,2.06,AU,1699818316
441,anaconda,46.1285,-112.9423,9.55,34,100,2.02,US,1699818345
442,shchuchyn,53.6014,24.7465,4.81,91,97,6.28,BY,1699818345
443,lycksele,64.5954,18.6735,-6.07,93,100,4.63,SE,1699818346
444,hafar al-batin,28.4328,45.9708,23.32,40,0,3.09,SA,1699818346
445,pacific grove,36.6177,-121.9166,23.56,64,0,4.47,US,1699818347
446,taunggyi,20.7833,97.0333,15.36,95,100,0.4,MM,1699818347
447,amungan,15.3652,119.9582,26.2,78,38,1.46,PH,1699818348
448,rantauprapat,2.1,99.8333,23.82,98,100,0.71,ID,1699818349
449,al hazm,16.1641,44.7769,23.61,37,61,1.63,YE,1699818349
450,tadine,-21.55,167.8833,22.08,67,95,8.57,NC,1699818350
451,ponta delgada,37.7333,-25.6667,18.4,94,75,8.75,PT,1699818351
452,prado,-17.3411,-39.2208,26.15,74,17,8.22,BR,1699818351
453,shahpura,27.3833,75.9667,17.31,51,6,1.89,IN,1699818352
454,mili,6.0815,171.735,28.82,79,100,8.23,MH,1699818353
455,polyarnyy,69.1989,33.4478,-7.74,97,88,4.54,RU,1699818354
456,plastun,44.7561,136.2939,-7.11,62,21,2.69,RU,1699818354
457,flin flon,54.7682,-101.865,-0.09,100,100,2.06,CA,1699818231
458,sandnessjoen,66.0217,12.6316,1.06,55,0,2.06,NO,1699818299
459,teruel,40.6667,-0.6667,9.18,81,100,2.92,ES,1699818356
460,tahoua,14.8888,5.2692,20.99,19,0,4.12,NE,1699818356
461,kamina,-8.7386,24.9906,17.95,99,72,1.83,CD,1699818357
462,mount isa,-20.7333,139.5,19.87,88,5,0.0,AU,1699818357
463,kapuskasing,49.4169,-82.4331,1.05,86,100,7.2,CA,1699818358
464,bandon,51.7469,-8.7425,12.77,97,100,6.15,IE,1699818358
465,haapsalu,58.9431,23.5414,5.01,92,100,4.56,EE,1699818359
466,mezhdurechenskiy,59.6,65.9333,-1.86,96,25,1.93,RU,1699818359
467,japaratuba,-10.5933,-36.9403,27.6,61,11,4.78,BR,1699818360
468,ujae,8.9322,165.7642,27.5,85,100,10.34,MH,1699818360
469,karaton,-6.3424,106.1045,23.86,93,40,0.28,ID,1699818361
470,ar rutbah,33.0381,40.2848,19.78,42,100,0.44,IQ,1699818361
471,recani,31.2846,-4.2688,22.55,24,99,1.81,MA,1699818362
472,bontang,0.1333,117.5,25.7,86,85,0.95,ID,1699818362
473,kavieng,-2.5744,150.7967,27.18,73,100,2.55,PG,1699818365
474,mirny,62.5353,113.9611,-14.87,84,100,3.13,RU,1699818366
475,timbuktu,16.7735,-3.0074,28.93,8,0,5.02,ML,1699818366
476,uricani,45.3373,23.1524,1.51,72,99,1.04,RO,1699818367
477,contamana,-7.3333,-75.0167,35.7,39,98,2.03,PE,1699818369
478,veracruz,19.3333,-96.6667,27.17,62,79,1.94,MX,1699818042
479,berdigestyakh,62.0989,126.6992,-14.57,92,100,4.83,RU,1699818370
480,san pedro,14.35,121.0167,26.86,85,40,2.57,PH,1699818370
481,mil'kovo,55.6078,37.7956,8.27,84,100,6.65,RU,1699818371
482,tandil,-37.3217,-59.1332,14.82,32,81,4.32,AR,1699818372
483,alegrete,-29.7831,-55.7919,23.49,96,88,6.32,BR,1699818372
484,kerikeri,-35.2268,173.9474,15.01,62,0,0.33,NZ,1699818373
485,tomatlan,19.9333,-105.25,33.04,52,34,3.41,MX,1699818374
486,hanzhong,33.0728,107.0303,5.86,83,100,0.81,CN,1699818374
487,corlette,-32.7201,152.1085,19.88,83,84,4.92,AU,1699818375
488,villa gesell,-37.2639,-56.973,16.7,55,76,7.5,AR,1699818375
489,sampit,-2.5333,112.95,23.94,98,100,0.79,ID,1699818376
490,khabary,53.6259,79.5345,4.75,94,100,4.6,RU,1699818376
491,montanha,-18.1269,-40.3633,35.78,26,7,5.34,BR,1699818377
492,ulsan,35.5372,129.3167,1.36,58,0,4.23,KR,1699818377
493,havre,49.5833,0.3333,12.87,94,100,9.77,FR,1699818378
494,gunjur,13.2019,-16.7339,29.04,61,58,2.06,GM,1699818378
495,uyovu,-3.2833,31.5258,18.31,93,14,1.16,TZ,1699818379
496,nizhneangarsk,55.7833,109.55,-6.67,76,72,0.45,RU,1699818379
497,bou ismail,36.6426,2.6901,17.82,74,8,1.42,DZ,1699818380
498,oltinko'l,40.8011,72.1634,10.78,56,1,0.69,UZ,1699818380
499,belgrade,44.804,20.4651,9.07,66,0,3.6,RS,1699817874
500,toliara,-23.35,43.6667,23.78,78,0,0.47,MG,1699818347
501,gebeit,21.0667,36.3167,25.09,66,55,2.98,SD,1699818381
502,chyorny yar,48.0624,46.1091,10.65,80,100,7.07,RU,1699818382
503,alofi,-19.0595,-169.9187,22.94,94,100,6.69,NU,1699818320
504,emerald,-23.5333,148.1667,16.86,77,0,3.29,AU,1699818383
505,kittila,67.6647,24.8936,-14.1,78,100,0.51,FI,1699818385
506,freeport,40.6576,-73.5832,8.49,54,0,4.12,US,1699818385
507,walvis bay,-22.9575,14.5053,17.53,72,10,3.09,NA,1699818386
508,pasni,25.2631,63.471,25.46,49,97,3.64,PK,1699818386
509,marquette,46.5333,-87.6335,8.23,64,100,4.02,US,1699818292
510,laguna,38.421,-121.4238,22.02,43,0,1.54,US,1699818334
511,sarai,53.7458,41.0213,9.48,71,56,10.2,RU,1699818388
512,srandakan,-7.9386,110.2506,25.06,88,52,1.68,ID,1699818388
513,dalhart,36.0595,-102.5133,21.33,26,0,2.06,US,1699818389
514,pahrump,36.2083,-115.9839,20.03,13,0,1.79,US,1699818389
515,lethem,3.3803,-59.7968,33.53,43,83,5.43,GY,1699818390
516,ulladulla,-35.35,150.4667,15.43,73,100,4.09,AU,1699818390
517,boende,-0.2167,20.8667,20.92,99,98,0.49,CD,1699818390
518,torzhok,57.0436,34.9622,3.88,96,100,4.46,RU,1699818391
519,trincomalee,8.5711,81.2335,26.87,82,100,4.99,LK,1699818391
520,mkushi,-13.6202,29.3939,20.42,79,99,2.39,ZM,1699818392
521,yashkul',46.1711,45.3435,12.29,92,97,3.77,RU,1699818392
522,mount pearl,47.5166,-52.7813,0.47,83,100,3.6,CA,1699818393
523,hilo,19.7297,-155.09,27.38,68,75,0.89,US,1699818393
524,noshiro,40.2039,140.0242,5.0,77,99,4.66,JP,1699818394
525,levoca,49.0217,20.5921,1.86,87,63,1.26,SK,1699818394
526,borodulikha,50.7184,80.9295,2.29,87,56,6.43,KZ,1699818394
527,axim,4.8699,-2.2405,26.66,86,6,4.03,GH,1699818395
528,waterloo,43.4668,-80.5164,7.66,65,0,2.57,CA,1699818129
529,porto novo,6.4965,2.6036,27.11,84,61,3.34,BJ,1699818396
530,wittenberg,44.8272,-89.1696,12.6,52,100,7.29,US,1699818397
531,selfoss,63.9331,-20.9971,3.36,70,100,6.93,IS,1699818397
532,flying fish cove,-10.4217,105.6791,24.82,88,100,4.63,CX,1699818398
533,bodaybo,57.8506,114.1933,-23.58,98,63,0.87,RU,1699818398
534,padre bernardo,-15.35,-48.5,34.13,22,71,2.75,BR,1699818399
535,pathein,16.7833,94.7333,24.24,93,94,2.01,MM,1699818399
536,la'ie,21.6477,-157.9253,27.98,76,36,3.58,US,1699818400
537,san rafael,-34.6177,-68.3301,16.33,19,0,5.4,AR,1699818400
538,charlottetown,46.2352,-63.1267,3.44,86,75,4.12,CA,1699818228
539,misratah,32.3754,15.0925,22.0,57,0,2.85,LY,1699818401
540,beloyarskiy,63.7119,66.6722,-7.78,98,65,2.24,RU,1699818402
541,mena,51.5217,32.2157,4.78,96,100,9.32,UA,1699818402
542,pimentel,-6.8367,-79.9342,25.16,57,0,8.75,PE,1699818402
543,wynyard,-41.0,145.7167,9.8,66,56,3.89,AU,1699818403
544,zalingei,12.9096,23.4741,28.78,31,98,1.79,SD,1699818403
545,nikolayevsk-on-amure,53.1406,140.73,-8.07,92,81,4.53,RU,1699818404
546,margate,51.3813,1.3862,9.61,89,100,2.24,GB,1699818404
547,iskateley,67.6803,53.1512,-8.32,94,16,2.68,RU,1699818348
548,siaton,9.0648,123.0339,26.42,82,19,2.71,PH,1699818405
549,qir moav,31.1825,35.7,19.11,48,60,4.05,JO,1699818405
550,huanta,-12.9333,-74.25,24.22,42,55,5.12,PE,1699818406
551,naters,46.3254,7.9891,9.6,99,100,2.86,CH,1699818406
552,roosevelt,33.9668,-103.4505,17.72,45,1,3.02,US,1699818408
553,guanica,17.9716,-66.908,32.21,66,6,7.86,PR,1699818408
554,ikem,6.779,7.7169,25.02,88,55,1.95,NG,1699818409
555,las tablas,7.7667,-80.2833,25.66,92,100,5.2,PA,1699818122
